iter	Logloss
0	0.4760062875
1	0.3506580527
2	0.2784553452
3	0.2324024904
4	0.1993011801
5	0.1752884309
6	0.1551577517
7	0.1408807021
8	0.1273763307
9	0.1172043527
10	0.1080313733
11	0.09856308418
12	0.09196096578
13	0.08388903037
14	0.07859586376
15	0.07301691613
16	0.06939982953
17	0.06567210373
18	0.06220642807
19	0.05833241903
20	0.05474677109
21	0.05098181075
22	0.04919151079
23	0.04642247353
24	0.04475065099
25	0.0434002196
26	0.04067891009
27	0.03908856207
28	0.03699463637
29	0.03532954279
30	0.03355216091
31	0.03167221566
32	0.03010533824
33	0.02900469064
34	0.02792449461
35	0.02663396619
36	0.02553132298
37	0.02455778328
38	0.02352606416
39	0.02276393921
40	0.02178513609
41	0.02095179087
42	0.02004275294
43	0.01944842635
44	0.01862417057
45	0.01803768409
46	0.01752893406
47	0.01693798655
48	0.01650092716
49	0.01601617194
50	0.01568235664
51	0.01527391187
52	0.01496485082
53	0.01451214618
54	0.01410826275
55	0.01374907791
56	0.01323649869
57	0.01303273907
58	0.01261134853
59	0.01207821762
60	0.01183779186
61	0.01146565444
62	0.01117818992
63	0.01096144174
64	0.01073017761
65	0.01043850343
66	0.01013843692
67	0.009893245593
68	0.009596800792
69	0.009403696566
70	0.009257344306
71	0.009040829106
72	0.008848812059
73	0.008669195277
74	0.008502118475
75	0.00828532755
76	0.008127889061
77	0.007836486577
78	0.007707435218
79	0.007520664862
80	0.007392340126
81	0.007232201795
82	0.007068053832
83	0.006955203254
84	0.006790328222
85	0.006634672298
86	0.00649232802
87	0.006359922021
88	0.006260566297
89	0.006140973819
90	0.006018255746
91	0.005930030183
92	0.005861945857
93	0.005744725071
94	0.005661186362
95	0.005555122565
96	0.005454937676
97	0.005370932664
98	0.005287897882
99	0.005204964823
100	0.005140575881
101	0.005074695333
102	0.00499798801
103	0.004922228242
104	0.004866846477
105	0.004803216932
106	0.004753752635
107	0.004685715032
108	0.004636530124
109	0.004565897281
110	0.004521729831
111	0.004448189711
112	0.004398734796
113	0.004340519249
114	0.004287834947
115	0.004207130929
116	0.004158887938
117	0.004111659488
118	0.004028812241
119	0.003960608844
120	0.003920773536
121	0.003878606765
122	0.003833455612
123	0.003793106948
124	0.003743603882
125	0.003691129987
126	0.003640653334
127	0.003575149919
128	0.003527163656
129	0.00348350417
130	0.00343461493
131	0.003402711599
132	0.003366653161
133	0.003322768151
134	0.003290147325
135	0.003290129384
136	0.003290115854
137	0.003259345769
138	0.003219206664
139	0.003219185535
140	0.00321917426
141	0.00321917426
142	0.00318689529
143	0.003142793518
144	0.003098221043
145	0.003070303891
146	0.003035554759
147	0.003005631173
148	0.002972790468
149	0.002941888985
150	0.002905807694
151	0.002875212363
152	0.002875196151
153	0.002875196151
154	0.002875186801
155	0.002845459635
156	0.002816044702
157	0.002792382791
158	0.002792370068
159	0.002763984126
160	0.002763974193
161	0.002763974193
162	0.002763920095
163	0.002763906984
164	0.002763887885
165	0.002739114932
166	0.002739091158
167	0.002709818794
168	0.002709818794
169	0.002709818794
170	0.002709799774
171	0.002683272055
172	0.002660364356
173	0.00266033963
174	0.00266033963
175	0.002660307323
176	0.002660306575
177	0.002660306575
178	0.002660301064
179	0.00266028564
180	0.002637807112
181	0.002637807112
182	0.002637802417
183	0.002637802417
184	0.002637781598
185	0.002637776088
186	0.002637776088
187	0.002637773075
188	0.002637773075
189	0.002630961147
190	0.002630961147
191	0.002630959505
192	0.002630959505
193	0.00263095275
194	0.00263091293
195	0.00263091293
196	0.002630903823
197	0.002630903823
198	0.002630903823
199	0.002630903823
200	0.002630903823
201	0.002630895951
202	0.002602710908
203	0.002602692335
204	0.002602678582
205	0.002602660922
206	0.002602643476
207	0.002602643019
208	0.002602620286
209	0.002602580223
210	0.002602580223
211	0.002602560551
212	0.002602548159
213	0.002602549228
214	0.002578765582
215	0.002578739777
216	0.002578739777
217	0.002578739777
218	0.002578732799
219	0.002578732799
220	0.002578732799
221	0.002578726093
222	0.00257871684
223	0.002578709521
224	0.002578695846
225	0.00257869641
226	0.002578683697
227	0.002578676981
228	0.002578668934
229	0.002578668934
230	0.002578653305
231	0.002578644198
232	0.002578638746
233	0.002578636024
234	0.002578636024
235	0.002578636024
236	0.002578636024
237	0.002578627811
238	0.002578613291
239	0.002578613291
240	0.002578613291
241	0.002578599159
242	0.002578603124
243	0.002578576474
244	0.002578576474
245	0.002578576474
246	0.002578576474
247	0.002578539891
248	0.002578531795
249	0.002578514592
